274205316458102786,impaytonduhh,"Niggas mad cause I be taking they girl ! #YOLO #paytweet"
274205313236885505,MrDrumz242,"RT @charlsea_m: I ga tell this girl something soon -- #YOLO"
274205306622443521,EddieWerdene,"I think ima go a day without saying YOLO next month...#gonnatry #yolo"
274205288863780864,hanncuss,"@KatRobbings go out and get soopa doopa drunk #yolo"
274205259998564352,SophieParkinson,"RT @Tweet_Funnys: Just punched Cindy Lou Who in the face. #YOLO"
274205249139535872,Like_Basically,"Petrol tank nearly empty. #YOLO"
274205246446776320,Jordanbunnage,"RT @notpolice: Bad decisions make good stories. like snorting cocaine and meth at the same time! #YOLO"
274205156923555840,ZachBAMFVB,"Handed in a paper today with the title, ""I Like Big Butts."" #YOLO"
274205150762127361,RachelBROwen,"Changed it anyway. #YOLO"
274205115790008320,divencicode,"Pooping in between classes #yolo"
274205112342310912,Darthozzan,"@iEchuu trodde det var nått random ord #yolo"
274205105220358145,Primaver4,"@daissyelizabeth @blameit0nkarma #YOLO"
274205042943328258,MegzSolly,"RT @HannahBarfoot28: @MegzSolly LOVINNN my jumper! #yolo thank youu!<3 love you<3xxxxxxx"
274205038602223616,gibonium,"Starting a savings account, looking into school again, trying to make a better future.. Why you may ask? Because #YOLO"
274205035636858880,KNKGoofsketball,"RT @MedicineHatsFan: Can't wait for the next Hat's game! Gonna be there with my colostomy bag on! #YOLO #colostomybag #winterolympics #sports #orphans #sweetlove"
274205017286774784,Jubeltwit,"RT @TommyTweedz: YO CHECK DIS SHIT OUT WE MADE IT!! WSHH!!!WORLD STAR BABY!!http://t.co/2ONfFb1Q#WEED420 #WTB #MMG #YOLO #YMCMB #BMF #KUSH #GOODGOO"
274204985275858945,myfrandestrand,"Jag satte på mig tröjan ut och ln #yolo. OMG SKOJA HERRRE! Inte #yolo"
274204966011428864,ijustclarked,"just walked to the wrong parking garage. #YOLO"
274204945018929153,nickswain6802,"Telling someone my named is Ben Dover...#YOLO"
274204916799660032,narick8,"@gtigth してして！ #ねるすみ #NiceOne #YOLO #TGIF"
274204889838661632,HoffKathie,"#forever #young #wild #free #blaaahvl #www #mobile #Never #grow up #me #child #yolo #f.i.s.h #instalove #ins http://t.co/8Nqv3atM"
274204884730007552,mandaoly,"Eating spaghetti with a spoon because all the forks are dirty #yolo"
274204874407809025,what_the_Heck72,"Locked the keys inside the scoot piece and hauling it out to the locksmith to open it #yolo @James_W_Hurst"
274204865830453250,notquiteafembot,"@_doctorgonzo_ #yolo #swagtastic"
274204850957475841,Matteucci_7,"""@D_Rivera21: She got me screaming #YOLO"" made me think of you @Jbesson2 #FISH"
274204846859644929,GarsideWill,"Excited for Camel tonight for once #YOLO #HEHE"
274204801628258304,Alexiadlg,"Suspended for missing study hall! #YOLO #happens.. with @itattidlg @lauro44 and @ale_martinez123"
274204787317288961,ShaneBrinker,"im majoring in Geology because i want to mine to eath of its precious metals. #yolo"
274204786990137345,loveisforliars_,"@sabrinaahmed_ #yolo haha"
274204778345660418,Kristian__42,"You really know you're a nerd when you get excited that your book on string theory has been delivered... #YOLO"
274204747811135488,Jxtraordinaryy,"@Sxtraordinaryy: @Jxtraordinaryy #YouDontSay #Okaycan” you forgot #derpjx #yolo #bitchplease #pokerface"
274204722997637123,Juliana_Step,"Take a risk everyone and then. #liveonthewildside #yolo"
274204707092836354,grimnir_,"Oh Florida... #YOLO bracelets are all sold out. Maybe they're big with the elderly. http://t.co/Yx3PRBM8"
274204683105615872,GerrellsSportsC,"I wonder if Emily Westrum is gonna have a party since the #Eagle has flown over to Africa #PartyAtTheBosssCrib #Yolo"
274204640613113856,4_bongriguez,"RT @4_M0Z0: In ISS.. still leaving for lunch #Yolo #muthafuckas #Trilltalk"
274204597902516224,TheMilaSouza,"#Partiu #XOXO #YOLO #Fui #LOL"
274204592458326018,crazycalvinio,"#cool #swagie #swag #YOLO #snow #lookslikeimeoutsifebutimnot #throwback #throwbackthursday#emma#alberta #dim http://t.co/6Uqdgh7d"
274204582958223361,Maddness22,"Texting and listening to my iPod in a Catholic school. #Yolo #Lote"
274204569297354753,lu8237,"Naming my daughter Gunther when I grow up...#YOLO"
274204533977145344,Morg_Yanczee,"Bitches get to the door of the class and decide not to go #YOLO"
274204499197952000,MissSosa_,"Wearing non duchesne attire after a ""school wide uniform check"" #yolo"
274204447444439041,slowlyworld,"Hi World! #yolo"
274204440414797824,Burks_Girl,"@JTretina34 @CarlynNicole_23 #YOLO"
274204440414793728,allie_chan7,"RT @Nick81395: Shopping with @allie_chan7 because #YOLO and no one else would."
274204434035273728,JasmineFgold,"Dressed as where's wally in the centre of Edinburgh #findmebitches #yolo"
274204431032152066,Crayfish209,"@VisualPussy #yolo"
274204412019347456,kaleighleach,"Photo: Yes I got a kids meal from #zaxbys yes I know I’m almost 24. No I didn’t get a toy! #lame #yolo... http://t.co/QMOApZHY"
274204404729663489,kaleighleach,"Yes I got a kids meal from #zaxbys yes I know I'm almost 24. No I didn't get a toy! #lame #yolo #instafood http://t.co/Di5orv5s"
274204395019837440,sarathemango,"#YOLO"
274204358281936897,cristianax3,"@swirvin_24 #yolo ?"
274204354691616768,EugenioAbreu,"Cine: Coke Calculator... Thats just my life! http://t.co/y6CKLtZ5 #Yolo #Swag #Jagger #EPN"
274204345317335041,1Direction_87,"@harrysgirl_18 #highflyin #YOLO"
274204322059931648,iTiwtter,"#YOLO http://t.co/0W4ykHVX"
274204322059931648,iTiwtter,"#YOLO http://t.co/0W4ykHVX"
274204303189741568,Just_Asian,"nevered thought i was gonna walk home from school ever in my life but today i chose too cause i didnt wanna be in gym #Skipped #Nbd #Yolo"
274204292313919488,j_klem98,"@BradBoyer3 @em_wrayy #yolo"
274204248588300290,ShnickyIcky,"A break is exactly what I need #weekend #yolo #aheadofmyself"
274204245622939648,Badbitch_Nikki,"real fuckin job , get the fuck off my pussy and maybe live your life instead of mines !!!! #YOLO"
274204243316060160,travellifelove,"In the jungle! #yolo #cloudforest #nofilter #gcrfam  @ Monteverde Cloud Forest http://t.co/bcxwVBjT"
274204242271670272,M31issaa,"Someone just called me a faggot. #omgyoubadass #yolo #faggotswag ;D"
274204211082846209,Nic_Turk,"@d0ll_f4ce: @Nic_Turk @irvinegary @peterd_1996 you too niccy xxxx 07759285777 #yolo” #christ"
274204183987625984,RubenAlcazar08,"no me se nada de fv #yolo #jenniferaplicate"
274204180254707714,kittylover34,"Everyone is breaking out their ugly christmas sweaters #why #yolo"
274204171241156608,aSvP_Mhady,"Finna go spend 60 on lottery tickets #Yolo"
274204168208650240,4_M0Z0,"In ISS.. still leaving for lunch #Yolo #muthafuckas #Trilltalk"
274204153142714368,NikkiJBA29,"Bout to seize the day and complete this work later!!! #YOLO #NOLA #HughesMatthews 🎉🎉"
274204151506927617,John8Miller,"Leaving for Vegas in T minus 2.5 hours. This weekend I'm bringing back #YOLO"
274204140421386240,kimbaaaly,"Walked through a parking lot right past a rape-lookin' van #YOLO"
274204102681063424,ROMAN_MINAJJJJJ,"Gonna blast kanye out on my docking station #yolo"
274204091473854464,ANasreddine1,"RT @AnthonyKimaz: I don't want to sound like a badass or anything, but I eject my USB without removing it safely. #YOLO"
274204077334880256,soundgatsby,"RT @totalniegemove: #RejectedBondTitles You Only Live Once #YOLO #TNM"
274204066664558592,nicoleee_xx_,"#yolo haha ok I know I fail ;p http://t.co/00pGYZQI #gifboom"
274204065783742464,K_Collingwood94,"woke up this morning and wanted a tattoo, and now getting inked  #yolo"
274204039632257024,IAMNOTJAIME,"it was pretty loud haha #YOLO"
274204038910857216,MarianaMalice,"Me voy a ir al centro con el uniforme de educación física porque #YOLO."
274204027649146881,1Direction_87,"@harrysgirl_18 so did i! wow #highflyin #YOLO"
274204025933688832,o39connor,"I find it weird I have a pimple popping app #yolo #ohwell #pophoeee #ew #imdonee"
274204024771850242,lynnbreanna68,"RT @CHorne_10: @lynnbreanna68  Always saying #YOLO = Always riding solo."
274204014894272512,Radames_PRIME,"Just saw a Brooklyn cop and he definitely saw me without my Seatbelt on. Didn't pull me over. #YOLO"
274203999215972352,AnthonyKimaz,"I don't want to sound like a badass or anything, but I eject my USB without removing it safely. #YOLO"
274203994010836993,brittanytietje,"Too cool to change for aerobics #yolo @Carina_Clark"
274203956085923840,LindsayMilliken,"69% #yolo"
274203939069640704,JazzOlivier535,"RT @Kayla_MacQuene: @JazzOlivier535 #realthugs can do this with their hair. #yolo #thuglife #thugliving #thugs http://t.co/MEWzDUb4"
274203936074899456,Mr_Twatteer,"Down to get myself one of those Ugly Christmas Sweaters #YOLO"
274203915338264576,Draug419,"#YOLO #RejectedBondTitles"
274203888658309120,cjberresford,"#tbt best week of my life #springbreak #cancun #YOLO http://t.co/iFMvruZU"
274203878185119744,1derfullySexual,"#yolo http://t.co/9GQUD6jV"
274203875777576960,only1giovanni,"@ShaunaSjkkav haha :P .. sure #Yolo .. mans gota do wata mans gota do #DatIshBCray"
274203873470726145,ohhthatbecca,"Just ruined my brand new shirt for work I just got out of the dryer not even an hour ago. Wearing it anyway. #YOLO"
274203871675576323,tylajaynee,"@taralaralolly I would but its freezing cold outside and I'm still in my pjs! Haha #yolo going in the shower moms put dindins on! Come ova?x"
274203869859442688,Wilcox_lottie,"I'm SO TIRED BEDTIME ME THINKS .. #yolo #sorryisaidyolo #toomainstream #balls"
274203866847928321,CrazyShwag,"@raaaaaee I should but #YOLO"
274203847331819520,AmericanFlyy,"Twins! I wonder how Kathleen feels about us talking about her brother...#YOLO"
274203823101333504,RealJonalatte,"@t_nguyen4 #YOLO http://t.co/xOdjNras"
274203794273861634,lildaneeeee,"Was just told I'm an idiot for getting drunk today!! I DON'T CARE #YOLO #FUCKORGO #RUfootball #CHOP #YaaHeardd"
274203788825464832,losright1,"#YOLO but your Legacy lives forever!!! Build it!!!  #Opportunity"
274203782408183810,abbiehare,"I still have a scar on my nose from when i swam into swimming pool steps #daredevil #yolo #lifeondaedge"
274203778020937729,samanthajolene8,"Being in the computer lab in my first two classes of the day is definetly the worst thing thats ever happened to me #dramatic #yolo #idgaf"
274203776162865153,nicolebakerxx,"RT @davidjstorrie: Maybe one day.. Until then fuck it! #yolo"
274203775537926144,TBarr3tt,"@FeetOnFire90 Stained Glass Keg Cover???? #Yolo #Maybe"
274203739882151936,cierajade14,"@kaityaboud I mean #YOLO right?"
274203732256903168,iMileyCytrus,"@itsDeemiLovatoo @nickdonas_ que te cuente la chismosa #YOLO"
274203725793472512,kazooramichael,"RT @YoloLoungeUG: Now ladies, he doesn't have to buy you shots tonight, the house has that covered. #YOLO!!!"
274203725269176321,haylee021,"@BrownBearTy I always do! #YOLO #jokes #idontreallyspeaklikethat"
274203723104927744,EquisoyGuapa,"Hice toda mi tarea de inglés en portugués porque #YOLO"
274203715425165313,DazzaWork,"@bigyblue @JoeObviously @lee_bartholomew @msj87 mate u just gota think #yolo and have a cheeky lil punt #hesmine #biggysquikescapeact"
274203683112222721,Xynus,"#YOLO RT ""@RxndyGordon: Tiene catarro eterno, tos de perro y mas vainas... pero no deja de fumar #BitchPlease"""
274203648895102976,AdolphoIV,"Dealing with old problems with a new outlook. #yolo"
274203623192412160,hnewlinkandace,"Inviting 5,000 people to a random address for a ""huge party""...#YOLO"
274203578548244482,exclusiiveboo,"Who the fuck was tatt #yolo in there skin like #dumbass"
274203530003369984,Kayla_MacQuene,"@JazzOlivier535 #realthugs can do this with their hair. #yolo #thuglife #thugliving #thugs http://t.co/MEWzDUb4"
274203521098858496,Rodrigo_Vaccari,"#Yolo is for sluts, #HakunaMatata is for people who really loves his own life"
274203515621081090,ejnain,"RT @torjussen: Skal snike på bussen, spise godteri midt i uka og bølleringe fastlegen - sånn i tilfelle jorda går under 21. desember. #YOLO"
274203492040708096,KellyCutler1,"@sammyjsealey #FuckIt #YOLO 😏"
274203489767403521,JackCoxy,"RT @Selinasalinger: Round the bike sheds with devvo again #Yolo"
274203484017025024,Orsabon,"At lilla torget. #yolo #hipstaswag #pizza"
274203471778050049,camelitadepaz,"putting winky faces just because #YOLO ;)"
274203467940245505,thunderspud,"@leflawlessPIMP I know #YOLO"
274203465742434304,ValeeRuedaT,"mate en segundas #YOLO #NPDOOOS #yaquelin"
274203462789632000,LaraLeben,"@ShelbyWilson3 😂😂😂😂😂 #yolo"
274203461229363200,vaaleriekessler,"Had a bagel for breakfast 😏 #yolo"
274203444745748480,Vik377,"RT @christcrocs: @Vik377 #yolo new moon pt 2 was so good"
274203430896148484,DanielThornett,"#YOLO leggings? Not sure hanging around the Bullring qualifies as living life to the full. Oh Birmingham, you slay me. http://t.co/tynwxAcZ"
274203419001098241,sowpia,"@camsuuuuur Whose accts are you saving? Selos ako!! Chos hahaha I'll find a way, siguro tomorrow #yolo"
274203406875381761,jonfreakinramos,"Im definitely hitting Twitter jail soon. I needa come down. Sike #FuckIt #Yolo #BitchSwerve"
274203379138437121,GunnarHinds84,"RT @nigel16cards: ""Redheads might become extinct by the year 2060 according to National Geographic."" @CDUB_85 #funnyshit #YOLO"
274203340647309312,shitpfolzsays,"planning on being the least productive i have ever been in my lfe in the next month before i start work #yolo"
274203336163602432,savannahoepvill,"Yolo#Yolo"
274203326143422464,JmeLeeS,"RT @LoveYouMeanIt: ""When you say #YOLO it makes me want you to live less than once..."" - @WhitneyCummings #LYMI"
274203323798806530,StevenTilley_,"@_wankwh0re not speaking to you anymore after saying #yolo #swag in a text! ;)"
274203308175011840,EllohPop,"Fuuuckkk over working myself today #yolo"
274203305520009216,derekbodily,"Found a partially disposed shot glass in the garbage disposal. Fished out the big chunks, flipped on the disposal for the rest #YOLO"
274203257847570432,calvin_ellis_,"RT @samwisesaid: @AzA_DonDupz such a Dupz #yolo http://t.co/evGfpnBj"
274203229707968514,EmilSchonde,"matter in fact, jeg har kun en t-shirt hvorpå der står Schonde x2, fordi. øhm. #YOLO?"
274203220195295232,tal111,"הסתפרתי.. #new #haircut #shorter #hair #swag #YOLO #wow #nice #beautiful #photo #tags4likes #swagboy #amazin http://t.co/oiXEsOBx"
274203220094636032,TheZuhur,"Why do people ask lrn to let them win in Interforms maybe if you had a little more faith in your class you'd win #YOLO  #swag"
274203215506075648,BlockHeadStick,"@lililililililyy #because #yolo"
274203212570042368,lhodnett25,"I am the only one who wants to press the 'Test' button on emergency lights in the buildings. #YOLO"
274203198212939776,chris_felan,"RT @Gilbert_Reyes1: Me and @ALujan8118 don't give a shit about anything lmao #YOLO"
274203196065464323,marijnheebink,"Helemaal geen zin in wiskunde, doe ik ooit wel. #gamende #yolo xD"
274203190361223169,emilypostpunk,"RT @coop_beck6: Red hair don't care! #YOLO #Math http://t.co/v9TSsYMM"
274203144903335936,JuliaMaynard_,"pietengym #lol #yolo"
274203125911543809,kt_sebb,"Soo bored... Im going to @the_draganfly 's bio lecture #yolo #whynot #sarakittybonding"
274203112217120768,SpecialK_la,"RT @Exquisite_34: Do whatever makes you happy! #YOLO"
274203108907823104,catdog169,"I'm going to Hashtag the shit out of everything #toocoolforschool #yolo"
274203095494438913,AbelAnchondo,"Like #Yolo im a #Fisherman now lol #Shreveport #Louisiana http://t.co/IgR0KX3L"
274203078008393728,RubbrChickin,"Spent $10 on lunch. #YOLO"
274203055782785024,iStrach,"@StevenSlater27 autograph is in the post mate. Thanks for following me. #boss #yolo #tekkers"
274203047008288769,itsDeemiLovatoo,"@nickdonas_ @iMileyCytrus #YOLO que te cuente ella xDDD"
274203038959431682,Memo_Gmz,"Llegando elegantemente tarde a la UVM. #casual #yolo"
274203035062919168,wormyweiss,"Everyone's sick 😣 but you know if I puke this weekend it ain't from the flu ;) #yolo"
274203031363538944,EmilSchonde,"jeg har ikke nogle bukser på, fordi. øhm. #YOLO?"
274203019699167232,encis666,"stūrēju uz saļiku , jāpiekāpj pie @esesmutoms un vēlāk zālīte #YOLO"
274203019699167232,encis666,"stūrēju uz saļiku , jāpiekāpj pie @esesmutoms un vēlāk zālīte #YOLO"
274203017253904384,deadc4t_,"@DinzyIsLethal sure. #yolo"
274203015949479936,kazooramichael,"RT @YoloLoungeUG: Tonight we swim in alcohol. #YOLO let's go!!"
274203009179860992,byrdmxco,"YOLO#YOLO"
274202985364602880,Gilbert_Reyes1,"Me and @ALujan8118 don't give a shit about anything lmao #YOLO"
274202980549554176,JGbones,"@farnsworth82 Sorry bud. Drake told me to #YOLO so whatever. Try to get HIM to tweet you back. (Drake - not the band HIM, they suck)"
274202950593818625,nigel16cards,"""Redheads might become extinct by the year 2060 according to National Geographic."" @CDUB_85 #funnyshit #YOLO"
274202930557620225,ChuckieOnline,"Friday: Newcastle & Bristol with @ThisIsAngel. (Holla if your in those area's). Saturday: London (#SoSlick || #Grown&Sexy || #Yolo)"
274202925121802240,_Mypil,"....----.....-....----...---......-.-...--.-..-./...-..-.-..-Samuel Morse#yolo"
274202915084828673,Scholten3847_,"Celebrating Valentine's day by treating it like it's just another day...#YOLO"
274202914443116544,Jjenyew,"@_br0kenstrings #YOLO"
274202893505142785,YasinARTPOP,"Selfshot!💋 Waiting for my bus. #YOLO SCHEID AAN DE POPO! 😱😊 http://t.co/AmQObOCr"
274202882717384705,jonsaxman,"@leisel_rose ........ Do you mean #yolo....... Maybe? #Goodjob #openyourears"
274202880985137152,Akell97_,"@darahhcurran @lee_odonoghue sound curn hopefully I'll be allowed go #SoarThroat #YOLO #COYBIB"
274202880121122816,raeffuu,"Jetzt hab ich's getan.. man wird mich für verrückt halten :P muaha #YOLO"
274202871287934976,ArdayShyne,"RT @Spiceemman: No time #YOLO RT @Mz_Thorlharnee: O.o""Spiceemman: I go dey chaow kpomo RT @ArdayShyne: As A Sure Boy..."""
274202849175564288,K_Balthazar10,"RT @Ferrii_Fresh: Basic Persian girls just sit in the corner. I'm LOUD & OPEN. #HateOnIt #YOLO"
274202842481430529,Max_LikeASir,"Economie leren. Want ja.... #YOLO"
274202842292695040,Muslihuddin_,"Nak ton kt jb boleh tak? Haha #yolo"
274202839440576514,Oli_Forest,"@ElisaPereira24 By the way, i might be going casino with George and Connor if your interested in winning some money tonight ;) #yolo"
274202838941450240,umoldinario,"★★★★★ #CDLR #YOLO! http://t.co/dhoDHOVf #noticias #cincoestrellas #lol"
274202820675239936,JamesPalmeter,"#lovebirds #arm #crossed #eating #potatoes #swagswagswag  #Yolo http://t.co/y5a3hCOM"
274202808742473729,evanwiththebig,"Made a twitter. #yolo"
274202801146560512,excusemelovatic,"RT @ddlovato: Just ate some clams in Seaside Heights... Aka THE JERSEY SHORE.... #yolo http://t.co/QQ9pIfxy"
274202790354628609,mwahlin07,"@dubtrain18 found you on twitter :O #YOLO #swagg #money"
274202787464753152,limonzuelo,"Twitteo en la prepa porque #YOLO No es cierto, estoy haciendo tarea :C"
274202764530302977,SullivanDan_,"RT @alanburton1: Always that thought that your costumes a bit risky n borderline on being sent home for fancy dress #yolo #arab @JackHarris17 @SullivanDan_"
274202752094191616,Kevin_Franco_,"Ya empezó Lilo & Stitch en el 13 #YOLO #SWAG #ShakeThat."
274202751070793729,memoh_66,"@NoPoliceman #YOLO"
274202719584129024,AMaccherone,"hahahaha i just had my goodie goodie friend skip school to have lunch with me. #YOLO"
274202697475956736,tweetswithemily,"joe and katie are gonna be pissed when i go from deans list all last year to the sad sack of shit my grades are this semester. #yolo?"
274202693592023040,iamBOK29,"Bok is the name.💪👊👍 #white #jacket #boots #black #boy #yolo #cool #swag #throwbackthursday #iphone4s #iphone http://t.co/WMBz5Ghr"
274202676777086976,Cazman_Winning,"Chilling with a homeless guy outside uni #YOLO"
274202663095263232,encis666,"@esesmutoms GODA VĀRDS #YOLO"
274202658955481089,Harrybrownell,"@threepointer_HD weight lifting was toats cray cray #yolo"
274202656807985154,Reeceyboy08,"@Dec_Rath haha I'm ganna get it! #YOLO"
274202645806321664,_univerSALLY_,"Going out tonight to find a date #fuckit #YOLO"
274202621907177472,glennieboy15,"""@_xxbjorn: @glennieboy15 hahah , sowieso , #yolo""drm"
274202613925412865,j_brownlee7,"@JonnyMcBacon moomin #YOLO #iluvher #MissThemTooMuch #ShesAKeeper"
274202612927176705,jodiesilvia,"RT @RundleJames: @JordanHood1 @ben_garwood @sam_garwood lol I just dont care either way #Yolo #Alcohol"
274202575841132546,D_Rivera21,"She got me screaming #YOLO"
274202574524129281,wutsgo0chie,"Gettin sushi with the mama #yolo #idontlikesushi"
274202496933720064,iAmSwagMane,"Choose how you will live your life. Do it. Be happy. #Dontworrybehappy #YOLO #iAmSwag"
274202445670932480,feviash,"#YOLO I'm screamin YOLO in the bee hive..."
274202443175305216,BobbiHoran,"#hello #me #girl #chilling #blond #hair #bored #to #the #fullest #yolo #love #you #kiss #bye http://t.co/GPdG5SYy"
274202426834309120,Itswithac,"RT @HAHAlexanderG: Why waste your time parking like everyone else when you don't have to? @yesi716 #yolo http://t.co/vuJAgeR5"
274202425278201856,TyleKurner,"@Brosef_Brady #YOLO"
274202417204187136,SkyWyattTho,"RT @NateMullet1: Gonna give blood and not pass out this time #yolo"
274202407917998080,Hyp0krates,"Sam nos quiere lejos. #YOLO."
274202400238215168,PageJosh,"RT @EthanMercil: @PageJosh hahah #YOLO"
274202390742319104,iamrachelhickey,"Not too pushed on studying tbh.. might study tomo instead #yolo"
274202356013481984,JOHNNYdaGOER,"@PrettyCedez yea but it will b koo n da long run #YOLO lol"
274202354612576256,DrewLuxton,"RT @Tweet_Funnys: Just punched Cindy Lou Who in the face. #YOLO"
274202321737629696,_xxbjorn,"@glennieboy15 hahah , sowieso , #yolo"
274202292536872961,mattinthehat96,"Skipping brunch for lunch for Qdoba #YOLO http://t.co/hzha3dsd"
274202251487236096,jeanma13,"RT @natsnicole01: Le acabo de tumbar un chicle a la maestra :O #MeSientoMala #YOLO.."
274202221179203584,s3kash,"I doodle more than I take notes #yolo"
274202214946467844,obama_jesus,"RT @RomneySatan: @obama_jesus #Yesh #I #Duz #LIfT #YOLO #SWAG"
274202208961167361,JoeMcGarvey1,"@apriljbateman @Samfawcett @94charlotte @jack_heath1 Im having to transfer money into some guys account #YOLO"
274202206599786498,iMileyCytrus,"@itsDeemiLovatoo @nickdonas_ HAHAHAHAHA chismosa, te metes en mis conversaciones #YOLO"
274202200148955137,bonniebff,"YOLO | #yolo #rein #duif #love #him ❤ http://t.co/Icx58xQR"
274202183669530625,bajenrogge,"@PerssonKajsa Bra, är i behov av räddning #yolo"
274202156016496640,jiatzko_45,"@TylerStories do it #yolo"
274202132801003520,ElleBelle171,"Going blonder #whynot #yolo #blondeshavemorefun"
274202129802092544,Swagadelik,"RT @Stay_Informedd: If you have #YMCMB or #YOLO in your bio quit life"
274202110923534338,hannah_tova,"Nothing better than spending 2nd period on twitter having a personal conversation for everyone to see with @stephieeeelynn #yolo #werecool"
274202096654503936,TheLandfill,"@molly_knight ""I am the actual girlfriend of Macho and those who don't like it better not bring it."" #yolo"
274202090044289024,Paulinefowler7,"'Avin a game of ring of fire with masood, pat,fat boy Derek and Alfie #yolo"
